"","q1q2","q2q3","q1q3"
"1",1.33906682083488,0.0544286492241266,1.393495470059
"2",1.32644732180513,4.22032765134717,2.89388032954204
"3",2.25642430601593,1.55366884601417,0.702755460001768
"4",2.15002612538216,2.47223213303962,0.322206007657461
"5",2.33102535025921,1.3481422036638,0.982883146595419
"6",1.27922951481743,1.52589004263919,0.246660527821766
"7",3.6526539190656,2.09453722929574,1.55811668976987
"8",0.430376110663443,2.00353634288827,1.57316023222483
"9",3.77924214933346,1.41787213049797,2.36137001883549
"10",1.33669808963364,1.86159143580828,0.524893346174637
"11",0.642475170600821,0.532387375669071,0.11008779493175
"12",0.554405373040777,1.76731281939007,1.21290744634929
"13",3.30616983112853,1.89064061056569,1.41552922056285
"14",2.36480257753875,0.806738484040157,1.55806409349859
"15",3.30303967132964,2.64119441937573,0.661845251953911
"16",0.42612595555026,2.90341874286725,2.47729278731699
"17",1.56982084124599,1.77751516395268,0.207694322706692
"18",3.39781732840153,3.15073563202813,0.247081696373402
"19",0.417642784696056,1.38743886678263,0.969796082086569
"20",0.409059213280908,2.44752042791744,2.85657964119835
"21",1.74206308029782,1.06188088831532,0.680182191982506
"22",1.28377390420976,0.671136226035295,0.612637678174466
"23",0.00164429879367467,1.28833142857653,1.28668712978286
"24",3.13834330660898,2.28154350355046,0.856799803058515
"25",0.512873205284521,2.14435584145482,2.65722904673934
"26",2.06069912146694,1.36527994671939,0.695419174747549
"27",1.95520919017347,0.345213280511259,2.30042247068473
"28",3.55908059582404,0.372408785248001,3.93148938107204
"29",0.438652080495345,0.28272308963672,0.721375170132065
"30",1.91113730163739,2.14562462568619,4.05676192732357
"31",2.43524466589712,4.70537171377754,2.27012704788042
"32",0.707134629673566,1.88658327646723,1.17944864679367
"33",0.335933359495401,2.42168298252755,2.75761634202295
"34",0.821137208203865,1.4837466998352,0.662609491631337
"35",2.20127233888431,1.2504312771321,0.950841061752215
"36",3.04472114691479,2.51493932909003,0.529781817824765
"37",1.02821979054136,1.78967158795139,0.761451797410025
"38",3.71504872333347,1.0549208985953,2.66012782473817
"39",1.06588931873084,2.1905954263254,1.12470610759455
