Gene,LA3475,LA1316,LA1589,LA1777,LA2172,LA3778,LA4117,LA0716
Solyc00g005050.3.1,8.783872473,6.25434692,6.381213664,7.417039492,9.74355267,9.73461761,7.791526678,9.399406355
Solyc00g005840.3.1,5.418607907,4.972531591,2.997916945,1.885688006,8.04976112,6.206558895,2.342352973,4.181933081
Solyc00g006490.3.1,8.36689021,14.35622661,8.06578746,10.68556537,14.83845306,9.300914882,14.36930251,12.8631013
Solyc00g006800.3.1,23.32124465,45.59787874,28.64546151,35.3042699,15.93738604,36.03108802,42.55201789,33.41918108
Solyc00g006805.1.1,4.601216108,7.94243848,5.317678054,6.914189357,3.342920622,4.600927623,3.819959286,5.298564515
Solyc00g006810.3.1,5.456126758,11.89538,7.321486115,5.028501351,8.205674954,6.211225526,10.57628872,3.87369267
Solyc00g006820.3.1,15.607587,40.88111085,22.73961558,13.19981605,29.01511777,23.06145389,32.25505276,40.717127
Solyc00g006830.3.1,19.87840446,14.55365956,18.51560642,21.05684941,13.68674996,15.9853566,17.68823562,17.08813564
Solyc00g007010.3.1,3.453434906,3.341806767,4.002593072,3.980896903,4.928492929,3.417283325,2.306123569,3.645431961
Solyc00g007060.3.1,11.35651337,7.536240841,4.593793616,5.028501351,6.702795127,4.762309332,9.448944696,9.951630122
Solyc00g007070.3.1,82.32524312,84.42185795,72.74482915,69.4561749,72.41372039,55.03636202,68.04465911,72.75033351
Solyc00g007080.3.1,1.486601825,2.718186049,0.878745099,0,2.975153893,0.519450937,2.902058278,2.254799552
Solyc00g007090.3.1,11.36459188,10.13514742,10.96412735,10.47604448,13.98814201,6.657718719,5.982751583,7.8931054
Solyc00g007100.3.1,8.114442877,9.956607306,15.75893719,12.88553471,7.850956527,7.790004455,13.87898669,9.961682245
Solyc00g007110.3.1,3.541553498,8.909549054,3.915116639,10.68556537,3.727197383,11.73607198,4.812037922,8.951954051
Solyc00g007120.3.1,8.895263088,11.97214878,12.39985974,11.62840937,12.6864071,19.22549873,7.918382751,16.53408513
Solyc00g007200.3.1,9.339353231,22.92230749,21.24689249,13.61885782,12.85290451,29.41557303,14.27863449,37.71503294
Solyc00g007220.3.1,6.631729191,4.554807647,21.67189074,16.34262939,7.129802923,9.420728477,16.56346983,6.080139074
Solyc00g007260.3.1,6.605924845,6.432663544,5.348684929,4.923740906,5.530294613,6.637292601,5.799687028,5.614138194
Solyc00g007270.3.1,47.28588655,10.07607756,19.65872725,17.33037073,15.93827879,11.39096991,10.6752587,13.16491216
Solyc00g007300.3.1,4.945100181,8.787527498,6.962229136,27.02819476,11.75112529,4.671360811,9.130614756,8.456940862
Solyc00g008570.2.1,132.2155379,56.14265973,131.3054916,20.42828674,62.82418067,54.96100691,73.74564135,101.3840881
Solyc00g008580.1.1,614.3568619,258.9796063,744.1966004,128.8553471,355.2342441,194.0822451,412.2537258,554.6393157
Solyc00g008680.3.1,16.0675919,15.1834832,14.18478028,20.83236274,15.84666424,12.27612393,10.44785178,15.80278995
Solyc00g009020.3.1,19.13338602,17.72448663,17.94592964,13.19981605,17.76590273,14.57496482,13.92519903,17.10518953
Solyc00g009040.3.1,3.608639171,6.584057053,2.800447206,5.028501351,5.401450833,3.119230175,4.115215932,2.644974134
Solyc00g009060.3.1,12.18556618,23.54356923,8.061134561,5.866584909,18.53138754,6.761608906,1.273319762,2.725037313
Solyc00g009080.3.1,12.32481115,15.90631275,16.90816731,7.542752026,17.40213307,13.63937392,5.618473771,19.3212631
Solyc00g009100.3.1,5.667904434,8.949638904,3.183176484,3.771376013,7.586972628,5.717747136,5.740450569,5.886434592
Solyc00g009110.3.1,13.02887086,10.14391264,4.135063484,3.614235346,9.290405579,2.165934446,2.488229356,4.827572588
Solyc00g009140.3.1,4.301097771,8.069447767,4.470113543,1.257125338,6.096093675,2.441419402,1.612871699,3.645107216
Solyc00g009141.1.1,21.93839633,16.79861259,21.97147178,19.79972407,22.57268509,18.90273531,16.01705311,19.25147716
Solyc00g009760.2.1,294.047183,118.6609733,329.0983089,58.4563282,146.8451879,102.4419203,154.568719,245.3676592
Solyc00g010525.1.1,13.40122339,5.751364558,11.7281962,0.628562669,8.758656598,5.328158934,10.53126649,13.53788687
Solyc00g011150.1.1,197.6784752,69.85370106,222.7110054,29.54244543,108.0808791,72.8729986,111.4777541,168.733083
Solyc00g011160.2.1,452.3216779,190.2686892,522.0759416,98.05577634,261.981948,130.2774521,291.5394456,411.5240143
Solyc00g011880.3.1,2.639721065,3.390958849,2.335090832,2.199969341,4.819100271,1.636270451,3.673983544,4.273478047
Solyc00g011890.3.1,7.709149037,5.06630642,6.159526911,3.868077962,9.921851758,5.46684593,7.901844528,4.036012203
Solyc00g012430.1.1,117.8688823,45.27527982,125.6489962,26.39963209,58.23201424,40.65541239,55.29341388,91.87914903
Solyc00g012440.1.1,48.59780459,18.78716107,56.7920336,13.82837871,29.8867799,18.51517434,29.66279656,49.27027652
Solyc00g013140.2.1,6.186749708,2.541075898,7.474262213,4.399938682,2.673676096,1.454462623,3.623606144,5.736773732
Solyc00g014830.3.1,4.088760561,2.615235693,8.283632698,1.257125338,3.283075978,2.669625895,2.108911016,4.797901422
Solyc00g019730.2.1,5.923620214,2.508327334,8.584256022,1.885688006,2.699772698,5.472901358,4.769593929,5.456288943
Solyc00g019740.1.1,6.04404592,2.70440727,4.26900314,3.771376013,3.162339264,1.402517529,8.382489716,4.736248766
Solyc00g019950.1.1,3.985670081,1.31027843,1.541310641,0.628562669,2.807461111,4.237311967,2.774726302,3.554230066
Solyc00g021630.1.1,2.965474842,2.310138904,6.750377775,1.257125338,2.69107383,5.847609871,4.700572763,3.938374416
Solyc00g021640.3.1,1.828865934,1.150083502,4.26900314,3.142813344,2.384199172,0.831121499,2.902058278,3.441071414
Solyc00g022100.1.1,5.784021023,1.919006981,6.134061975,4.399938682,4.006768287,0.935011686,4.430041993,2.923753095
Solyc00g024150.3.1,7.498530165,4.726073444,4.82971795,2.723771565,7.083917832,3.36903585,2.882621342,1.962151862
Solyc00g027770.3.1,19.07849479,10.08989786,17.89812025,19.86258033,7.868411086,8.781750296,7.037134398,15.23113035
Solyc00g030520.3.1,3.337945547,6.931548522,2.944219483,4.818980461,5.303266055,3.313393138,5.30364771,4.634748468
Solyc00g047700.3.1,39.29376993,32.75321261,38.31544874,15.46264165,43.35791329,28.2287998,34.58487091,46.86842203
Solyc00g050130.1.1,5.562942957,9.753790439,12.37673487,6.285626688,8.367207574,17.78036937,5.379676636,14.70215049
Solyc00g050430.3.1,4.703100283,3.651116742,17.74897895,6.128486021,6.006468772,2.456299092,3.444508292,5.101033346
Solyc00g053440.3.1,5.228965881,4.653580128,4.054387006,3.771376013,5.465550201,6.222318383,3.297342794,4.556334555
Solyc00g059100.3.1,2.164100488,3.208644209,3.113801871,2.82853201,4.148204742,3.873696311,6.278933878,2.27700036
Solyc00g068970.2.1,296.3486647,127.9902734,390.4633344,68.82761224,176.1964729,93.09505501,201.2458038,280.6777078
Solyc00g068980.2.1,328.6450775,109.3355933,390.062677,49.65645084,175.8829589,134.936828,216.9713029,231.7577444
Solyc00g082150.3.1,33.41546353,29.4385577,22.0343541,28.2853201,38.44962291,30.55155638,36.28901707,33.57349961
Solyc00g090870.3.1,34.73088307,39.50644414,42.27899513,28.2853201,58.34275587,17.17164029,34.27292744,32.31288558
Solyc00g091170.3.1,7.081182034,8.79053467,6.158229128,4.714220016,9.585847612,6.211225526,2.745570897,4.258698841
Solyc00g096460.2.1,3.807593031,5.715711573,3.900047486,3.771376013,3.306030299,4.341202154,1.952423635,5.466262877
Solyc00g097960.2.1,2.471546147,8.07736377,4.531432439,0.628562669,9.30941899,2.741997107,0.891323833,2.310559735
Solyc00g098560.3.1,15.64208346,4.854994714,7.999120811,1.885688006,3.048046838,0.831121499,0.721547865,1.16331503
Solyc00g110870.3.1,2.573030911,4.37394455,3.113801871,1.885688006,2.075229661,3.012815433,5.183323493,2.055473014
Solyc00g125990.2.1,4.888350235,2.302633012,7.366693575,1.885688006,3.041442824,5.21317589,2.350286381,3.893894269
Solyc00g127670.2.1,23.47060233,11.32898743,27.82206415,12.57125338,38.27894757,11.56157017,12.17587183,15.2950015
Solyc00g127870.3.1,5.030498998,4.485120051,3.801830096,4.609459571,5.729723516,3.732651506,4.576810906,6.407574148
Solyc00g128870.3.1,39.6441332,27.81842855,17.64920546,27.65675743,30.55787048,21.29396921,15.17352845,28.49318987
Solyc00g140060.3.1,5.365553637,4.916148025,12.91666262,4.399938682,2.29181364,6.211225526,2.037311619,8.312807595
Solyc00g164680.2.1,14.464343,8.460684884,22.81202286,11.31412804,11.61113865,15.06055797,16.52102584,9.779764396
Solyc00g170210.3.1,15.11252657,6.87610286,17.81055842,1.885688006,7.15605925,4.658419145,3.793382112,8.18243652
Solyc00g171810.3.1,5.366789961,2.838845552,7.999120811,1.257125338,4.387583316,4.046170878,2.058533615,12.59534965
Solyc00g188857.1.1,3.999513055,6.991993856,2.47555543,3.897088547,4.435682647,3.006159719,5.339374715,4.318556887
Solyc00g217960.1.1,13.00634691,1.582113349,5.008999013,11.31412804,4.049374922,10.73044868,14.29291497,8.739469531
Solyc00g244290.1.1,12.08686106,1.314031376,4.901430375,1.885688006,2.699772698,2.482271639,2.817170294,1.481609465
Solyc00g256710.2.1,2.773959213,3.96504888,0.878745099,4.399938682,2.765173927,0.57139603,1.697759683,3.912210496
Solyc01g005020.3.1,7.368359241,9.082421507,7.90396748,8.171314695,7.167718832,14.44253803,14.32755747,15.68521284
Solyc01g005030.3.1,15.37734329,16.71758343,13.57022434,13.61885782,14.29343068,16.30724022,16.38311598,11.8912922
Solyc01g005080.3.1,10.80824445,4.971388633,5.055248755,9.428440032,6.911443541,9.743491896,0.254663952,5.751725374
Solyc01g005100.3.1,4.856767855,4.967480893,5.278962888,10.9998467,7.439393674,8.455077613,4.132934048,7.329856935
Solyc01g005110.3.1,5.950904429,3.340898435,4.24639941,6.285626688,4.509083332,5.957046486,4.798749334,4.368168099
Solyc01g005120.3.1,72.33751228,60.48744092,71.35681575,131.6838791,117.921869,107.8129787,31.99295134,78.43646564
Solyc01g005210.3.1,40.57037833,38.17736794,36.70395792,52.64212351,53.56224991,104.0892267,97.24830645,69.07823008
Solyc01g005220.3.1,11.72064971,1.520985669,1.402561415,0,3.26132881,2.430326545,4.260266025,11.53966378
Solyc01g005240.3.1,5.009547737,4.659858644,5.090370345,6.233246466,6.902007993,3.9961192,3.337109197,4.740069747
Solyc01g005250.3.1,9.471923234,4.66906717,5.321108797,4.148513614,5.715424241,3.994631231,3.615117345,5.51254168
Solyc01g005300.3.1,66.33990019,24.72699915,44.32256064,81.71314695,46.83680225,44.23178254,32.19594878,42.78939784
Solyc01g005330.3.1,12.84653323,12.08950237,11.51238583,11.81697817,16.81004553,12.83392658,12.7128082,12.85296078
Solyc01g005340.3.1,8.979779792,9.374492025,6.345565908,11.31412804,8.521502913,10.72557799,14.3652413,8.090431394
Solyc01g005370.3.1,9.018994308,10.02629579,1.957558319,1.885688006,7.507475671,2.285584121,4.514929977,3.828274573
Solyc01g005430.3.1,9.510656812,8.387072574,6.838549063,8.799877363,12.048011,15.11872524,9.829155565,8.549746373
Solyc01g005440.3.1,123.8357358,53.55161447,87.72256442,36.99540279,64.51900559,88.11861595,58.64830172,64.17416978
Solyc01g005450.3.1,4.716335529,5.21024163,6.010381902,1.257125338,4.847007602,9.773251275,1.570427707,3.192737427
Solyc01g005460.3.1,8.787513298,8.459359501,11.40549029,7.85703336,13.39463681,7.073866,6.496509017,8.002787193
Solyc01g005480.3.1,22.00145201,16.31004305,21.33098883,20.1140054,24.35408839,21.23093126,28.79249601,25.61437411
Solyc01g005490.3.1,6.158018375,8.591204576,8.989073747,6.285626688,6.744397029,8.386263746,7.00738386,6.691834227
Solyc01g005520.3.1,5.611647944,6.047092466,3.992025829,3.142813344,5.763725992,5.157443963,5.761672565,5.117460262
Solyc01g005530.3.1,7.524450379,28.4925477,4.153899926,17.91403606,11.32045457,13.81008889,11.54456713,10.65588614
Solyc01g005540.3.1,3.511339652,4.893664082,3.529702122,2.933292454,3.703195635,2.946079863,5.57417848,3.064370938
Solyc01g005550.3.1,65.36675125,57.82870225,45.47213818,65.89431978,59.67584192,33.15065988,40.34129394,43.35337317
Solyc01g005560.3.1,20.31731139,18.78889877,16.63577876,16.39500961,18.59971808,21.45169791,17.11881184,28.03094525
Solyc01g005570.3.1,15.37615613,10.96470036,15.29046862,17.18071295,16.70740729,17.14205934,11.40487221,11.72705351
Solyc01g005575.1.1,8.433532086,6.236792246,7.992107375,6.128486021,10.04646139,9.899327177,6.381077154,12.14128423
Solyc01g005590.2.1,73.97157496,56.3832023,61.37492719,108.7413417,55.3816977,110.491804,78.01562414,132.0254899
Solyc01g005600.3.1,19.22477628,10.60775515,16.13023798,25.77106942,15.96491172,17.26267802,12.41466896,17.16833185
Solyc01g005620.3.1,57.14397643,37.5748237,38.74660777,29.75196632,45.72101024,31.32148874,34.94502356,36.78949808
Solyc01g005640.3.1,9.320689475,9.980590898,8.847380175,6.495147578,12.90223956,4.182842318,7.809562062,7.276432653
Solyc01g005660.2.1,0.933953681,4.086892793,3.761298259,3.142813344,1.870646555,9.866048606,10.02709505,5.916155105
Solyc01g005665.1.1,13.20586988,24.58721273,27.49831596,16.34262939,36.31737144,32.25086479,23.59846216,16.05974066
Solyc01g005670.3.1,11.9261339,21.81959625,12.39284631,6.285626688,12.97032744,13.69889268,10.54713331,13.94968028
Solyc01g005690.3.1,20.53488544,19.43793284,22.87386289,20.74256807,22.6811368,22.38860301,25.54810884,23.11423251
Solyc01g005700.3.1,14.14297219,16.22638488,18.20368123,16.34262939,17.79828631,18.80993798,18.91653316,17.57302255
Solyc01g005775.1.1,2.03105613,4.423608336,3.576299291,7.542752026,4.842498442,8.007118091,3.793382112,5.3096972
Solyc01g005790.1.1,3.29352345,5.072384952,1.865058835,5.028501351,2.855464606,3.313393138,4.997680707,3.353273663
Solyc01g005810.3.1,7.127533812,6.166921466,5.801286416,2.985672677,7.233825341,4.022531646,4.457858603,5.163374028
Solyc01g005820.3.1,38.92213989,30.93820463,32.70627264,28.5547041,36.95827224,26.04547529,28.46954752,32.91848813
Solyc01g005830.3.1,6.375343458,11.92216032,8.64713834,8.171314695,9.863939014,7.396718633,9.022719716,5.741076512
Solyc01g005840.3.1,5.972408459,2.075749783,3.118824922,2.723771565,2.610985072,3.617668462,3.444971117,3.583199403
Solyc01g005910.3.1,20.22454065,23.71546973,17.19424262,20.74256807,24.32589694,27.17133846,13.62432274,20.19597571
Solyc01g005920.2.1,3.791424495,3.081170878,4.793861738,3.771376013,6.72425817,2.077803747,4.430041993,7.783002137
Solyc01g005930.3.1,23.69474061,14.3297303,23.4745884,7.542752026,16.36544127,6.927363981,8.902527978,1.795527998
Solyc01g005950.3.1,11.89685233,7.866265064,9.990371244,6.285626688,7.657261851,7.1913736,8.041218959,9.074558146
Solyc01g005960.3.1,24.21611275,20.0813091,23.05252151,27.65675743,24.9100701,15.02939092,18.71645126,23.37604814
Solyc01g005970.3.1,24.93563225,27.12705563,27.66720349,30.79957077,36.33057946,24.09900427,14.9771753,30.83725905
Solyc01g005980.3.1,8.286412646,23.54920697,8.692866941,26.39963209,20.7882639,24.51280542,14.95853154,11.39042946
Solyc01g005990.3.1,4.218238099,12.89537718,10.39943177,11.52364893,3.705692874,14.11562649,10.62673236,10.02966641
Solyc01g006000.3.1,4.938161229,4.207990931,4.870597214,5.028501351,5.631887881,7.118415856,5.596326125,6.384600155
Solyc01g006010.3.1,17.98402211,24.69681031,20.75443048,29.2281641,24.29275247,23.97292837,23.18988905,23.04957981
Solyc01g006020.3.1,16.96126022,10.83517596,9.764666726,12.88553471,15.45518483,9.425395107,10.21025896,10.11311463
Solyc01g006040.3.1,4.32458582,4.190984012,3.572868548,4.399938682,3.656882154,3.967901318,4.64860868,4.223424388
Solyc01g006090.3.1,29.63758089,20.21992555,22.67431591,11.31412804,23.3233617,9.172095865,0.381995929,12.95253588
Solyc01g006100.3.1,2.439358871,13.40942368,5.010041295,0,10.19194549,4.081476686,0.466883913,8.084840372
Solyc01g006110.3.1,12.18922385,10.28555663,9.315745671,10.0570027,11.84594586,12.66591022,10.67714288,14.32577988
Solyc01g006120.3.1,14.35565468,14.42140022,11.44900414,14.24742049,16.66438394,10.87149348,12.88581052,14.10284715
Solyc01g006130.3.1,5.771910323,6.63688968,4.325993839,2.304729786,7.029014423,4.21747238,2.972798265,6.74086369
Solyc01g006140.3.1,2.893846331,9.477943586,8.322869005,3.142813344,2.682374963,0.675286218,4.589107604,5.52313145
Solyc01g006150.3.1,21.01861556,27.09873762,15.76588246,18.40790673,14.99956728,25.89814269,27.06742251,17.21110249
Solyc01g006160.3.1,119.7070459,94.1099917,104.2912135,64.95147578,122.3394785,51.15671118,61.16245157,117.6664929
Solyc01g006170.3.1,44.22230773,48.87408861,37.7044398,21.99969341,48.32897743,22.01010767,18.46273911,40.04490242
Solyc01g006180.3.1,8.625650556,8.078355605,7.753063517,5.971345354,8.327760883,4.36250807,6.629096813,6.831207865
Solyc01g006190.3.1,26.69349824,29.83932265,22.49832076,43.58034504,18.98243855,21.9334523,26.61013429,35.04429113
Solyc01g006195.1.1,4.35895622,6.524764016,6.874057848,10.0570027,3.887079,5.535939309,7.645075033,7.971576608
Solyc01g006200.3.1,7.816066738,9.406446711,8.777831849,7.228470691,8.75627762,12.1831517,5.583963188,15.09025918
Solyc01g006210.3.1,2.800999669,6.503194726,4.793861738,1.885688006,8.920064819,2.014765796,9.305547185,2.970465309
Solyc01g006220.2.1,3.221919676,4.251895582,0.878745099,1.257125338,3.021950236,4.393147248,1.655315691,1.123905308
Solyc01g006230.3.1,10.89916317,13.24335419,8.543502932,8.62028803,14.00961609,14.25803743,9.517937475,12.92865335
Solyc01g006250.2.1,4.105342021,4.769472887,7.397874164,2.514250675,6.581454837,2.077803747,5.437987446,4.66195497
Solyc01g006260.3.1,5.295172491,6.349142523,2.766928805,3.457094679,5.332209037,5.847609871,4.437975402,5.311490356
Solyc01g006280.3.1,40.30688008,27.25024895,23.65386946,23.25681875,24.07862426,91.14152961,59.2261597,125.3679219
Solyc01g006320.3.1,6.360613133,5.477117565,2.697554192,9.428440032,3.479119942,4.508130292,6.48322043,1.473856332
Solyc01g006340.3.1,8.946126773,13.81483754,13.54908986,12.25697204,12.20164952,12.16272558,14.57931256,9.789535744
Solyc01g006350.3.1,6.3176978,6.466226157,7.130103387,7.72234136,6.80119119,7.259673797,9.081342311,7.214276421
Solyc01g006360.3.1,2.472803581,5.270546416,3.221370508,8.799877363,2.52909736,3.428376182,8.844217168,4.088032737
Solyc01g006370.3.1,14.35870864,12.13476761,15.76641212,11.03913187,11.00094206,6.974422494,20.27362503,8.586345816
Solyc01g006400.3.1,1167.513166,918.7553297,615.0223181,857.3594803,1148.221079,1224.499544,217.0699414,862.1792496
Solyc01g006430.3.1,280.375574,618.3612935,165.6064501,762.1322359,168.2449803,614.8099994,621.8921284,575.8024173
Solyc01g006450.3.1,6.171227645,8.727910272,9.861582728,5.531351486,11.66705283,3.629500843,3.822021871,8.008151537
Solyc01g006480.3.1,10.89714104,12.43015381,11.90670287,10.9998467,13.12316119,8.366946913,12.15464983,11.24870079
Solyc01g006490.3.1,4.140301893,4.090449227,4.356827,4.399938682,4.796104484,2.853282533,5.927878414,4.652504721
Solyc01g006500.3.1,4.932946879,4.112341188,5.159571245,3.771376013,3.630302691,6.709370547,5.046768993,3.996714994
Solyc01g006510.3.1,14.04872148,9.987647233,5.19462335,11.69126564,8.497463282,10.0248063,10.47501827,9.196897452
Solyc01g006630.3.1,6.292308501,6.505306692,7.464391916,5.297885351,8.389023196,5.160651585,5.834433694,5.84361218
Solyc01g006650.2.1,5.246481766,13.93147563,7.013849356,11.94269071,10.35456086,10.6487442,16.80226696,23.33163841
Solyc01g006670.2.1,6.520283784,4.703743738,8.95529624,7.542752026,8.785392103,10.56352054,4.345154009,9.052157298
Solyc01g006680.3.1,14.04757977,9.807278674,5.83286979,10.93699044,11.77343457,9.1179322,9.565685546,9.84580089
Solyc01g006700.3.1,6.719960228,9.269310065,9.479112556,5.028501351,6.5501833,4.515570137,10.98486182,7.921174223
Solyc01g006710.3.1,5.838048416,7.372473058,6.001204369,5.761824464,6.359473997,6.743031597,3.897707033,7.317693457
Solyc01g006800.3.1,12.95363185,8.944296564,11.55411483,9.554152566,9.242057752,8.752097973,11.43103938,8.923110046
Solyc01g006810.3.1,5.610033762,11.26299307,9.877989448,5.836653353,9.854393984,9.940179413,8.287061705,6.490641741
Solyc01g006820.2.1,14.27049284,10.3070477,10.86660482,11.31412804,13.29910899,11.61351527,8.94497197,14.83000304
Solyc01g006825.1.1,102.5643347,79.03325555,90.56732988,62.22770421,112.2857678,115.8643344,88.6270196,93.12787022
Solyc01g006830.3.1,13.22263602,22.37334385,12.52674619,11.73316982,16.25811377,16.6980907,15.19732867,12.36856478
Solyc01g006850.1.1,4.980387791,6.851784274,9.201614104,4.399938682,6.771942214,5.639829496,1.825091659,4.665218912
Solyc01g006860.3.1,4.365983298,2.239655826,2.836303418,3.771376013,1.929443772,4.393147248,4.700572763,3.656099652
Solyc01g006870.3.1,13.31780172,12.97913066,10.96663888,12.88553471,13.19395928,17.55013564,23.62761756,15.99914212
Solyc01g006880.3.1,3.837166366,4.258415468,4.897510112,7.085615539,4.124062537,6.827507559,4.048046064,9.187626014
Solyc01g006890.3.1,20.80904647,22.64837302,10.86158177,22.41873519,32.88198235,30.56625765,20.54778367,29.60391401
Solyc01g006900.3.1,251.6160523,395.0880877,358.9791395,225.6539981,278.4174755,147.771742,123.2134186,339.9282099
Solyc01g006920.3.1,1.673889834,2.827743175,2.620123861,5.028501351,1.861947688,1.714188091,0.594215889,2.985459099
Solyc01g006930.3.1,11.58237906,2.028743532,7.136487147,1.257125338,2.332005969,4.144514636,2.52006235,8.208597078
Solyc01g006940.3.1,9.46193315,7.401580415,5.600546984,5.44754313,8.240215989,4.850733298,4.039187006,6.976770252
Solyc01g006960.3.1,11.06110429,10.02612551,10.71603259,12.09983137,9.179619421,11.83894855,16.66293552,13.34100127
Solyc01g006970.3.1,6.87952155,5.447928868,6.205034097,7.542752026,5.543799417,4.991559543,4.522466679,5.821072756
Solyc01g006980.3.1,4.625316179,6.899135176,6.627913698,4.190417792,7.866650016,2.688789736,5.983610993,7.985884455
Solyc01g006990.3.1,14.96395909,17.00587446,11.82225911,9.742721367,14.52616377,16.98252644,13.14415024,11.88341984
Solyc01g007060.3.1,36.18018627,27.97137658,26.58839027,16.34262939,21.79349757,29.12306631,18.91375621,38.03802599
Solyc01g007070.3.1,54.7953227,19.60816077,33.8173769,14.66646227,10.88631598,25.23070347,24.02990984,10.76145548
Solyc01g007100.3.1,11.19267607,9.630892947,7.382805011,14.45694138,12.40578877,11.19795452,2.886191461,9.182448872
Solyc01g007110.3.1,5.916085331,6.706421704,7.121417994,6.914189357,5.440057176,11.72497912,6.583975232,6.271491927
Solyc01g007130.3.1,9.743704209,11.94599417,10.06529005,1.257125338,17.24301475,6.762195438,5.485786616,13.3525299
Solyc01g007140.3.1,4.50836684,4.728215226,3.838033735,5.866584909,6.4116672,5.996049914,3.252188093,2.651849979
Solyc01g007150.3.1,24.22551384,20.16510498,17.84324592,13.82837871,16.7376035,15.04643565,22.80471976,16.81696745
Solyc01g007170.3.1,0.97213779,11.66588106,7.197806042,6.914189357,7.568367741,2.482271639,3.199166223,2.54142079
Solyc01g007180.3.1,8.05312992,3.582039351,6.488990758,1.885688006,4.143855308,2.54530959,2.079755611,3.084834836
Solyc01g007190.3.1,22.80139766,16.95126251,37.54957913,24.51394408,37.58957156,13.09773727,3.920714088,7.187601625
Solyc01g007200.2.1,42.55327222,23.86185651,69.00821919,55.47065552,47.10614768,22.91738721,21.76950315,17.07153686
Solyc01g007220.3.1,202.2703178,196.5364192,295.1843512,326.2240251,200.1354991,153.3505607,276.216767,114.6481005
Solyc01g007230.3.1,32.87608327,19.09141267,22.90556462,35.82807212,32.76180775,24.78538335,14.63246691,29.09964888
Solyc01g007250.3.1,5.414238309,3.690529415,6.357776109,1.571406672,3.49096109,3.437709444,2.52006235,2.811683116
Solyc01g007265.1.1,23.22945961,12.72106171,15.9992839,18.85688006,22.63551229,11.5802367,6.796195192,10.70316079
Solyc01g007740.3.1,9.253566111,4.928461778,9.540431451,9.428440032,6.902425222,6.730676463,1.01865581,4.356545188
Solyc01g007750.3.1,13.18324099,15.14533358,8.185162061,11.94269071,19.27640108,15.70608481,9.868029439,12.71395796
Solyc01g007760.3.1,11.95099866,13.01806748,10.70096343,8.642736696,16.20316301,18.68474187,9.357412419,15.97648187
Solyc01g007780.3.1,12.30623624,17.71396703,22.8582726,32.68525878,26.72209698,32.86311305,12.38293533,35.76543913
Solyc01g007790.3.1,7.150756992,7.225978456,4.526409388,6.076105799,11.16387496,8.749139878,5.436268625,7.747055541
Solyc01g007810.1.1,6.653431101,20.30863642,13.98040669,4.399938682,22.00919385,10.8751911,7.915605803,17.40736821
Solyc01g007830.2.1,1.57195805,4.311583866,3.683867929,2.514250675,2.809875416,2.222546171,5.565319422,3.513653665
Solyc01g007840.3.1,35.08732678,31.45972044,31.87593002,32.68525878,34.87602258,24.22156098,26.90909354,30.66953306
Solyc01g007850.2.1,11.62892854,26.42645947,16.878029,33.94238412,16.56285211,36.7776616,23.69921696,61.9117146
Solyc01g007855.1.1,4.600644318,6.170286061,6.049618209,6.285626688,6.942777278,10.80106029,5.053413287,17.62815889
Solyc01g007860.3.1,23.4151147,13.33450033,16.89686544,10.68556537,12.8835607,11.37333612,11.02730581,13.59470234
Solyc01g007870.3.1,28.25089152,56.33437875,80.59141247,18.2283174,29.98133094,184.9786197,32.33121417,123.9405918
Solyc01g007880.3.1,3.522809085,3.95353339,2.223494336,2.199969341,4.12323543,2.858873568,3.284054207,3.097287424
Solyc01g007890.2.1,10.58054524,8.550344138,14.37084426,23.67586053,18.90973502,8.853030065,9.613365486,11.753474
Solyc01g007900.3.1,8.358125014,4.562327022,8.05342627,2.82853201,7.603322936,11.76204452,10.14391539,10.64326102
Solyc01g007910.3.1,11.76832232,10.30380766,9.624306356,8.422739762,20.2554033,8.790731639,7.249354358,10.03653699
Solyc01g007920.2.1,5.532348212,5.059044586,3.07257518,2.723771565,4.432633947,2.260873852,2.444033424,4.391414365
Solyc01g007930.3.1,9.985754741,6.374031754,7.117390135,8.328455362,5.126054792,8.636005643,7.423632549,4.602159014
Solyc01g007955.1.1,9.786010534,3.763565474,5.301827189,1.414266005,4.605898161,11.61540868,3.180621816,8.53663686
Solyc01g007990.3.1,4.481999563,5.842988392,3.473406278,5.657064019,4.636518768,5.937882646,4.081630998,4.753878426
Solyc01g008000.3.1,68.60384103,31.32213539,33.30057402,26.50439254,46.4918895,34.0225444,38.25472929,33.9739746
Solyc01g008010.3.1,11.89444157,5.812543168,3.830151731,6.128486021,8.710910355,7.715739826,6.529631126,3.592126654
Solyc01g008020.3.1,30.70152244,27.75588777,27.51286397,17.28547339,39.5403893,14.52446775,27.57768577,13.10498676
Solyc01g008060.3.1,8.525046213,6.934516785,7.826884577,7.542752026,7.837716931,5.270442163,6.354125474,5.947302364
Solyc01g008070.3.1,2.528869377,3.493792527,1.217562447,2.514250675,1.797753611,7.34292473,7.119880311,2.97082489
Solyc01g008080.3.1,129.1085567,84.60019578,78.32545765,64.74195489,131.9750103,75.35094812,39.1670764,71.07440398
Solyc01g008090.3.1,68.91757651,37.87966778,58.44768771,29.85672677,58.55779558,28.39292796,32.45844678,46.99128523
Solyc01g008100.3.1,17.35592512,16.75552389,12.69008953,21.99969341,15.08464876,2.624489508,10.90083325,4.877757795
